date,usd2y,usd5y,usd10y,swaption_vol,eurusd,credit_spread
2020-02-21,1.914437,2.026487,2.586203,87.349873,1.146781,139.792070
2020-02-24,1.884173,2.050511,2.646044,89.003851,1.139847,138.734393
2020-02-25,1.854734,1.984035,2.669698,91.023988,1.136843,139.256606
2020-02-26,1.891792,2.003485,2.660195,92.705251,1.138758,137.366648
2020-02-27,1.932871,1.949593,2.688277,93.389699,1.137180,138.459116
2020-02-28,1.964782,2.038024,2.690920,91.222676,1.137375,138.437813
2020-03-02,1.942175,2.090178,2.697185,91.530535,1.141341,138.903049
2020-03-03,1.960053,2.102866,2.735637,89.479739,1.147535,138.679859
2020-03-04,1.972664,1.976254,2.704726,87.211882,1.145757,138.291479
2020-03-05,1.989814,1.930061,2.712324,87.298959,1.139790,136.919394
2020-03-06,2.036269,1.975968,2.702261,87.756609,1.140224,138.214888
2020-03-09,2.053386,2.050572,2.628572,88.707250,1.142910,140.616266
2020-03-10,2.090924,2.119174,2.588435,89.094643,1.134593,139.719434
2020-03-11,2.100801,2.038937,2.672892,89.518278,1.129552,140.607904
2020-03-12,2.120608,2.063167,2.697836,87.908856,1.125498,141.293319
2020-03-13,2.155734,2.126567,2.637266,87.522656,1.124329,141.293342
2020-03-16,2.096739,2.042652,2.566099,85.335863,1.120059,138.837856
2020-03-17,2.089167,2.049847,2.566626,82.649371,1.124025,136.766921
2020-03-18,2.074843,2.072509,2.650819,83.491050,1.115040,135.549681
2020-03-19,2.052994,2.063477,2.647278,82.447456,1.106268,132.171777
2020-03-20,2.047601,1.969154,2.718439,83.458093,1.104422,134.502908
2020-03-23,2.121883,1.959164,2.741561,84.749539,1.103453,135.146204
2020-03-24,2.089633,1.949126,2.770558,83.820729,1.095456,135.146805
2020-03-25,2.140047,1.948985,2.709090,84.447952,1.092138,131.690959
2020-03-26,2.070958,1.925998,2.761529,83.478973,1.089950,128.855856
2020-03-27,2.062804,1.909729,2.750137,81.095668,1.087809,128.963551
2020-03-30,2.077077,1.915706,2.798691,81.212656,1.088635,132.226700
2020-03-31,2.110348,1.948178,2.763187,80.604676,1.085040,131.186602
2020-04-01,2.149112,1.939442,2.777387,80.056243,1.093088,132.656813
2020-04-02,2.191416,1.924953,2.800278,82.462075,1.095759,131.962401
2020-04-03,2.182158,1.938133,2.797775,80.522873,1.091346,132.131160
2020-04-06,2.167824,1.840530,2.823211,80.970825,1.091862,134.153342
2020-04-07,2.212961,1.875205,2.814998,79.742678,1.092539,133.658286
2020-04-08,2.210701,1.883473,2.787685,80.844334,1.099195,132.617536
2020-04-09,2.159652,1.893922,2.873209,81.181469,1.095900,134.960273
2020-04-10,2.115215,1.954987,2.930564,81.608821,1.100113,135.083563
2020-04-13,2.080579,1.855562,2.897198,80.412263,1.100343,136.878655
2020-04-14,2.109829,1.755379,2.930432,79.481848,1.108580,135.813471
2020-04-15,2.122999,1.779217,2.897976,80.610778,1.115758,138.106015
2020-04-16,2.160779,1.787509,2.843550,82.761764,1.116858,138.562758
2020-04-17,2.148109,1.805518,2.900266,83.275350,1.115394,139.272791
2020-04-20,2.161851,1.788679,2.819860,82.063021,1.118223,139.490670
2020-04-21,2.196555,1.833864,2.871323,82.418321,1.117215,138.687003
2020-04-22,2.189048,1.893624,2.863602,85.398318,1.126640,138.697441
2020-04-23,2.216047,1.928468,2.857970,85.362232,1.127083,138.002322
2020-04-24,2.192596,1.922209,2.883426,87.085035,1.124799,139.557572
2020-04-27,2.182689,1.814397,2.917352,85.904341,1.122217,139.237105
2020-04-28,2.171980,1.865247,2.880766,85.666927,1.115431,136.850322
2020-04-29,2.124679,1.940782,2.921529,86.289430,1.118539,134.194741
2020-04-30,2.153294,1.984269,2.931911,86.608383,1.113963,131.490045
2020-05-01,2.138758,1.943752,2.873781,85.414826,1.120096,132.563898
2020-05-04,2.145965,1.988835,2.870192,84.218291,1.112878,130.795852
2020-05-05,2.174215,2.044009,2.944175,85.344400,1.113587,131.368030
2020-05-06,2.200812,2.137368,3.032628,86.715102,1.120009,131.672869
2020-05-07,2.237151,2.096433,3.072765,88.490231,1.108021,131.652607
2020-05-08,2.238970,2.091392,3.017357,90.642677,1.119259,132.437529
2020-05-11,2.226166,2.139926,3.046218,90.486212,1.116882,132.766440
2020-05-12,2.228874,2.150324,3.092976,89.732621,1.117670,128.503208
2020-05-13,2.159228,2.096070,3.133289,91.254747,1.120868,128.100375
2020-05-14,2.100671,2.126289,3.176404,91.872541,1.124945,128.899536
2020-05-15,2.047947,2.165411,3.198262,90.153529,1.126487,131.634993
2020-05-18,2.010079,2.177387,3.198248,88.448896,1.132118,134.416976
2020-05-19,2.035229,2.196555,3.171437,88.835997,1.135060,132.291765
2020-05-20,2.001541,2.189339,3.080254,88.322056,1.145098,131.809287
2020-05-21,1.991718,2.277687,3.101315,88.025322,1.148093,129.385410
2020-05-22,2.057416,2.234839,3.114612,89.196748,1.159426,131.923372
2020-05-25,2.048355,2.209397,3.146433,89.924066,1.164661,133.624709
2020-05-26,2.088550,2.216963,3.083370,91.414630,1.154193,134.249402
2020-05-27,2.053383,2.272238,3.119687,88.449443,1.169361,134.572660
2020-05-28,2.051124,2.196593,3.226336,88.519242,1.166007,136.835943
2020-05-29,2.015369,2.131541,3.233753,89.175335,1.174759,138.805704
2020-06-01,2.007251,2.026739,3.234135,86.873094,1.174917,140.670518
2020-06-02,2.052236,2.036231,3.253048,85.811435,1.181167,141.394501
2020-06-03,1.981497,1.982379,3.358053,84.558299,1.177108,140.821791
2020-06-04,2.008320,1.969099,3.309838,84.445323,1.180796,142.040973
2020-06-05,2.026185,2.013399,3.323159,86.392403,1.179302,143.326230
2020-06-08,2.006544,1.985860,3.286284,88.848475,1.188650,142.987948
2020-06-09,1.948645,2.006437,3.262188,87.494060,1.191260,142.396070
2020-06-10,1.959296,1.997748,3.263060,87.951272,1.196848,144.185410
2020-06-11,1.942832,2.042523,3.333774,88.439811,1.183967,146.806142
2020-06-12,1.960731,2.076285,3.426888,88.688279,1.183461,145.539047
2020-06-15,1.969071,2.045724,3.451988,88.945106,1.185892,145.062254
2020-06-16,2.048475,2.044065,3.435750,89.067611,1.187219,145.573125
2020-06-17,2.044710,2.109095,3.563044,91.057232,1.192938,146.295952
2020-06-18,2.005674,2.138094,3.543814,92.216713,1.190758,145.397206
2020-06-19,2.020919,2.068509,3.517482,90.375718,1.191048,148.356867
2020-06-22,2.037935,2.112094,3.431065,91.126894,1.198104,148.948651
2020-06-23,2.106147,2.059792,3.503546,91.994775,1.184531,149.709378
2020-06-24,2.150502,2.145041,3.554344,92.043854,1.188026,152.426499
2020-06-25,2.173159,2.208586,3.677417,93.226251,1.186045,151.583735
2020-06-26,2.245515,2.231495,3.609631,93.061483,1.180647,151.326407
2020-06-29,2.198239,2.247017,3.684501,92.919208,1.182635,149.207827
2020-06-30,2.175857,2.242332,3.689670,92.671212,1.189915,148.839988
2020-07-01,2.140658,2.286482,3.731616,89.512052,1.196114,146.369304
2020-07-02,2.129754,2.272743,3.650701,89.103348,1.195306,147.502170
2020-07-03,2.074484,2.292408,3.725902,87.929912,1.200552,148.099143
2020-07-06,2.109968,2.346995,3.766724,86.134318,1.205774,147.574841
2020-07-07,2.106728,2.322508,3.766112,87.812315,1.205247,147.338414
2020-07-08,2.047315,2.295127,3.799703,88.231991,1.201078,148.483377
2020-07-09,2.008624,2.236057,3.762629,87.933765,1.197269,146.581269
2020-07-10,2.029898,2.184366,3.735007,86.944944,1.202295,146.842125
2020-07-13,2.074694,2.090867,3.713294,87.114224,1.202042,147.892919
2020-07-14,2.171448,2.138444,3.622205,88.193734,1.195770,144.962352
2020-07-15,2.309086,2.245181,3.667204,86.852054,1.185739,146.008629
2020-07-16,2.333698,2.330393,3.728515,86.631920,1.190681,143.270043
2020-07-17,2.295034,2.247437,3.694934,87.557882,1.187430,143.049191
2020-07-20,2.205112,2.294114,3.713964,84.821739,1.189394,141.157273
2020-07-21,2.223539,2.378954,3.702231,84.599856,1.196789,143.435695
2020-07-22,2.193262,2.360113,3.720236,83.915976,1.188982,141.549945
2020-07-23,2.180998,2.372052,3.690376,83.627706,1.188714,138.894141
2020-07-24,2.159930,2.267930,3.647843,82.890462,1.187700,139.118563
2020-07-27,2.160154,2.289329,3.702256,82.973359,1.189957,138.465453
2020-07-28,2.214683,2.237476,3.700653,85.308935,1.197352,136.073430
2020-07-29,2.228091,2.255306,3.803356,84.731953,1.189420,136.954000
2020-07-30,2.227240,2.176218,3.806858,84.956933,1.192813,133.798062
2020-07-31,2.186927,2.213171,3.761727,87.379624,1.198981,132.202095
2020-08-03,2.118018,2.276466,3.824427,86.432592,1.197864,131.359725
2020-08-04,2.102862,2.240085,3.857069,88.611780,1.197041,132.729684
2020-08-05,2.107231,2.184394,3.894385,88.347465,1.199549,134.875136
2020-08-06,2.193559,2.072876,3.954737,90.470916,1.201618,136.690837
2020-08-07,2.205847,2.065731,3.922678,91.157738,1.205122,136.478690
2020-08-10,2.256447,2.041281,3.917025,91.220629,1.208509,132.630210
2020-08-11,2.240153,1.963610,3.909184,90.772736,1.202590,133.329273
2020-08-12,2.193070,1.996471,3.845410,89.586836,1.208559,135.748898
2020-08-13,2.156067,1.979537,3.833249,89.384725,1.215631,137.765474
2020-08-14,2.130008,1.928253,3.901135,90.295040,1.216762,138.528537
2020-08-17,2.232469,1.905839,3.913797,89.950020,1.207706,136.640048
2020-08-18,2.201776,1.972937,3.847239,89.209543,1.207013,135.833156
2020-08-19,2.245901,2.014007,3.770458,88.584548,1.208187,138.968927
2020-08-20,2.211486,2.014599,3.855015,89.638657,1.201292,136.712471
2020-08-21,2.259761,2.056392,3.851479,90.990152,1.199131,134.908800
2020-08-24,2.283245,2.000116,3.820103,89.736921,1.190711,136.467795
2020-08-25,2.282263,2.009696,3.807523,88.535872,1.194332,135.813262
2020-08-26,2.286500,2.025560,3.734827,88.770710,1.195323,133.964321
2020-08-27,2.263088,2.007417,3.807443,90.545168,1.185527,136.469432
2020-08-28,2.289309,2.039137,3.788960,91.773539,1.187613,137.242427
2020-08-31,2.274878,2.003857,3.858575,89.696102,1.187277,136.659121
2020-09-01,2.225826,2.039682,3.862123,89.035409,1.190347,134.859290
2020-09-02,2.174615,2.077675,3.934551,87.519784,1.188019,138.186548
2020-09-03,2.188883,1.924721,3.948047,86.934680,1.183267,138.165559
2020-09-04,2.266387,1.998289,3.991317,88.830430,1.178715,140.419628
2020-09-07,2.279721,1.838476,4.027706,86.682254,1.175548,141.845246
2020-09-08,2.280463,1.813039,4.059160,84.399336,1.175659,140.993351
2020-09-09,2.299404,1.877981,4.076720,83.223123,1.176529,140.162712
2020-09-10,2.364176,1.868818,4.065171,83.483577,1.175407,142.475188
2020-09-11,2.379792,1.796503,4.161082,84.156870,1.172922,144.790464
2020-09-14,2.366981,1.744961,4.115491,84.582264,1.170863,141.739494
2020-09-15,2.422496,1.810261,4.115644,85.943400,1.185636,142.601747
2020-09-16,2.447300,1.713137,4.116326,83.520557,1.181076,142.381786
2020-09-17,2.521820,1.784179,4.136382,84.912886,1.177786,140.704651
2020-09-18,2.535178,1.789812,4.114763,84.365323,1.197344,141.116399
2020-09-21,2.485136,1.732871,4.130442,85.160267,1.199867,138.945880
2020-09-22,2.428828,1.709668,4.121878,83.329976,1.191616,138.210092
2020-09-23,2.508605,1.662682,4.042693,83.234276,1.196648,136.950433
2020-09-24,2.591335,1.719474,4.043399,83.430531,1.191215,136.181263
2020-09-25,2.588092,1.768679,3.988598,84.782653,1.196642,136.105085
2020-09-28,2.575696,1.682851,3.902324,82.646312,1.195380,134.519127
2020-09-29,2.646358,1.669722,3.909958,82.603759,1.192755,137.091023
2020-09-30,2.601156,1.631368,3.935113,81.191925,1.202390,137.909365
2020-10-01,2.565688,1.711785,3.962107,81.773609,1.205800,140.801573
2020-10-02,2.599575,1.646483,3.991017,82.678118,1.211680,140.537429
2020-10-05,2.586620,1.743929,3.894824,84.206716,1.214318,139.653991
2020-10-06,2.591243,1.750923,3.827593,83.405295,1.211623,142.470916
2020-10-07,2.588723,1.695812,3.927359,84.467736,1.215332,141.521311
2020-10-08,2.608759,1.667579,3.875689,86.069308,1.222702,141.220831
2020-10-09,2.676860,1.632620,3.907129,83.789725,1.223526,142.360698
2020-10-12,2.685429,1.571785,3.873553,84.445558,1.234598,140.356730
2020-10-13,2.718865,1.586514,3.878443,85.529582,1.239859,141.491234
2020-10-14,2.630932,1.528432,3.847666,85.027636,1.241174,142.409677
2020-10-15,2.633416,1.418198,3.876752,83.344802,1.242736,144.416501
2020-10-16,2.600137,1.407443,3.884484,84.428227,1.243589,145.796407
2020-10-19,2.550089,1.318456,3.862932,82.788809,1.235833,147.818408
2020-10-20,2.515572,1.287614,3.811371,82.482788,1.235276,147.563549
2020-10-21,2.505674,1.248263,3.825915,82.357612,1.236643,146.107641
2020-10-22,2.552067,1.211153,3.766375,83.173820,1.234073,149.422542
2020-10-23,2.497371,1.332161,3.789084,82.299578,1.236159,146.885603
2020-10-26,2.503960,1.345735,3.921652,81.389563,1.236290,144.534326
2020-10-27,2.487357,1.369648,3.989873,81.468314,1.241082,145.393188
2020-10-28,2.477862,1.282267,4.026231,82.662363,1.245204,147.939234
2020-10-29,2.528275,1.256970,4.022246,85.463896,1.246245,148.163123
2020-10-30,2.557577,1.279584,3.925619,83.387613,1.237755,149.680377
2020-11-02,2.622729,1.233916,3.860203,83.678804,1.248887,146.390289
2020-11-03,2.620486,1.294724,3.925301,82.215094,1.248001,145.527114
2020-11-04,2.593886,1.239197,3.886512,83.412795,1.247496,142.473527
2020-11-05,2.588637,1.234290,3.852404,82.143711,1.245362,143.697449
2020-11-06,2.604395,1.212920,3.845112,81.252148,1.242324,141.184904
2020-11-09,2.617123,1.232906,3.793029,80.499605,1.251952,139.128545
2020-11-10,2.573057,1.208547,3.732918,80.392631,1.260659,139.959700
2020-11-11,2.582037,1.204614,3.731863,80.771454,1.263463,141.659022
2020-11-12,2.597179,1.202608,3.688759,81.336203,1.262784,141.388083
2020-11-13,2.715277,1.173207,3.653353,81.288761,1.266699,142.286478
2020-11-16,2.804074,1.210994,3.616080,79.645057,1.267167,143.124074
2020-11-17,2.769661,1.235061,3.644134,80.530030,1.265962,142.748151
2020-11-18,2.760851,1.241047,3.634351,80.450145,1.268104,140.969140
2020-11-19,2.699152,1.228208,3.627285,81.850578,1.265310,141.863275
2020-11-20,2.676974,1.282905,3.659023,80.930699,1.266907,142.825595
2020-11-23,2.695668,1.280603,3.653685,78.981378,1.268201,144.227779
2020-11-24,2.754349,1.274412,3.641558,78.971431,1.272030,144.684807
2020-11-25,2.725723,1.290872,3.666914,80.552863,1.268099,142.768359
2020-11-26,2.700583,1.394821,3.702056,80.730882,1.272609,143.845220
2020-11-27,2.608353,1.331322,3.696294,80.467494,1.266855,143.804558
2020-11-30,2.605800,1.384139,3.701939,79.409919,1.263234,142.994132
2020-12-01,2.562768,1.290278,3.664442,81.549638,1.259897,142.492774
2020-12-02,2.543892,1.312867,3.623150,80.253654,1.253162,141.363434
2020-12-03,2.509458,1.410045,3.663515,79.377615,1.259542,142.771950
2020-12-04,2.510378,1.447082,3.687508,80.078005,1.253454,140.475247
2020-12-07,2.436439,1.466478,3.711923,77.877079,1.249081,138.880917
2020-12-08,2.375876,1.445587,3.727518,79.444399,1.256947,138.366071
2020-12-09,2.477388,1.457312,3.731318,80.208489,1.253366,140.964412
2020-12-10,2.424745,1.453419,3.767613,81.291361,1.252187,142.641617
2020-12-11,2.380891,1.420177,3.815698,81.935398,1.245867,139.989855
2020-12-14,2.469228,1.414353,3.862397,81.679016,1.251067,142.152112
2020-12-15,2.605279,1.435407,3.858309,80.336718,1.256374,144.289663
2020-12-16,2.557338,1.403268,3.928625,80.157996,1.261025,142.368353
2020-12-17,2.545737,1.369110,3.940733,78.989261,1.264419,138.310337
2020-12-18,2.566124,1.304620,3.972989,79.597738,1.264884,138.211679
2020-12-21,2.648851,1.336691,3.987602,80.579043,1.261572,140.025441
2020-12-22,2.609047,1.377137,4.000402,82.366135,1.256442,142.571206
2020-12-23,2.602773,1.400170,3.964012,82.754340,1.264571,141.152170
2020-12-24,2.642542,1.463454,3.999624,83.824857,1.269416,143.943815
2020-12-25,2.666737,1.478233,4.142290,83.335225,1.265024,140.339685
2020-12-28,2.654343,1.509680,4.123381,82.638183,1.265276,139.747407
2020-12-29,2.652903,1.536153,4.126838,83.146454,1.263378,139.082396
2020-12-30,2.595621,1.540773,4.104420,82.570226,1.256272,140.935311
2020-12-31,2.589721,1.521215,4.080001,82.825689,1.257388,143.003242
2021-01-01,2.582575,1.652709,4.157304,81.432873,1.254779,144.499967
2021-01-04,2.597892,1.637040,4.123426,80.320272,1.248817,142.294088
2021-01-05,2.577711,1.609669,4.099628,81.079757,1.239615,143.651337
2021-01-06,2.603819,1.642901,4.020255,82.132309,1.229960,144.429291
2021-01-07,2.654176,1.665981,3.982693,80.863091,1.227678,141.711023
2021-01-08,2.665754,1.597854,3.897743,81.654324,1.227156,138.386691
2021-01-11,2.686120,1.669010,3.930142,80.954697,1.221797,140.063607
2021-01-12,2.692967,1.672953,4.070806,80.945929,1.225779,139.774812
2021-01-13,2.697399,1.620960,4.052589,82.655627,1.225377,137.720772
2021-01-14,2.669340,1.695659,3.969441,83.580942,1.228917,137.410489
2021-01-15,2.688104,1.739089,4.014963,84.473674,1.227793,138.018850
2021-01-18,2.688174,1.678383,3.978957,86.785486,1.222971,137.906100
2021-01-19,2.786814,1.785214,4.044408,85.664527,1.223669,135.443861
2021-01-20,2.861668,1.830107,4.030529,84.233974,1.215968,138.506314
2021-01-21,2.882784,1.838026,3.999216,83.197670,1.219252,140.127999
2021-01-22,2.852115,1.933936,3.990722,82.783275,1.213552,139.590115
2021-01-25,2.805848,1.950761,4.029048,79.828598,1.219136,139.122063
2021-01-26,2.863427,1.957214,4.017960,79.585724,1.217075,139.706022
2021-01-27,2.878997,1.928868,3.993452,78.950567,1.223558,137.901567
2021-01-28,2.904287,1.968955,3.983937,79.915871,1.216709,138.438834
2021-01-29,2.829363,2.003092,3.920808,80.341984,1.212593,136.325274
2021-02-01,2.874981,2.011687,3.941377,79.611129,1.214905,136.249166
2021-02-02,2.899130,1.975991,3.852675,80.330510,1.222036,134.416960
2021-02-03,2.852764,1.991033,3.831458,81.196712,1.232262,132.683856
2021-02-04,2.835334,1.995030,3.870502,80.230290,1.232517,135.390174
2021-02-05,2.851060,1.929509,3.886572,79.632279,1.243894,135.531034
2021-02-08,2.857217,1.856641,3.916942,77.028639,1.242094,135.907574
2021-02-09,2.847840,1.896098,3.914422,75.864805,1.248936,132.730290
2021-02-10,2.846992,1.761210,3.973651,75.144133,1.243067,131.847784
2021-02-11,2.839465,1.781263,4.020392,75.369229,1.245681,132.667246
2021-02-12,2.850172,1.763643,4.043017,74.441023,1.231181,133.051192
2021-02-15,2.920189,1.844342,4.089622,74.029672,1.224296,129.674232
2021-02-16,2.808209,1.825624,4.127185,72.850751,1.227156,130.108910
2021-02-17,2.801517,1.870393,4.105103,73.243387,1.219130,130.794315
2021-02-18,2.813454,1.856881,4.037888,73.907983,1.221735,132.940391
2021-02-19,2.830720,1.871510,4.059154,74.532293,1.227285,131.962618
2021-02-22,2.817861,1.920350,4.086622,74.704605,1.224212,128.455681
2021-02-23,2.742737,1.903028,4.141199,73.147664,1.218296,126.976291
2021-02-24,2.761726,1.966026,4.094218,72.665541,1.215411,125.351224
2021-02-25,2.843610,1.919309,4.048920,72.431585,1.209555,126.676446
2021-02-26,2.778412,1.943634,4.072119,72.209712,1.208944,122.462903
2021-03-01,2.821370,2.002405,4.068673,72.513506,1.209561,121.920904
2021-03-02,2.810501,2.046497,3.974510,74.299452,1.207712,124.382968
2021-03-03,2.811700,2.159516,3.993767,75.377039,1.217865,124.550678
2021-03-04,2.768273,2.124688,3.901571,74.401467,1.213492,126.139278
2021-03-05,2.757349,2.056137,3.855102,75.326216,1.221964,123.651008
2021-03-08,2.820022,2.009024,3.923665,76.190647,1.215619,121.251315
2021-03-09,2.850161,2.053112,4.015615,75.385228,1.216061,123.738390
2021-03-10,2.931914,2.088085,3.955169,76.487459,1.223276,124.062950
2021-03-11,2.988370,2.101157,3.939279,76.406528,1.230215,124.387560
2021-03-12,3.011376,2.046790,3.942053,74.910764,1.227633,122.754640
2021-03-15,3.093007,2.096580,4.031746,75.572881,1.231045,123.088344
2021-03-16,3.115590,2.036635,4.007376,75.948828,1.233640,121.423960
2021-03-17,3.155587,2.108031,3.983902,75.807986,1.230314,123.508714
2021-03-18,3.144819,2.272558,4.061803,75.887846,1.234109,128.038156
2021-03-19,3.150434,2.299422,4.043216,75.192640,1.245655,128.932080
2021-03-22,3.121648,2.338096,4.079553,76.025173,1.248597,128.026845
2021-03-23,3.168893,2.317436,4.005778,76.091884,1.252137,124.092723
2021-03-24,3.118394,2.224404,3.997593,76.396807,1.256353,121.556653
2021-03-25,3.156326,2.198157,3.915023,76.913437,1.247209,124.228865
2021-03-26,3.150321,2.145055,3.862991,75.682140,1.250082,122.739870
2021-03-29,3.205626,2.072690,3.905899,74.798100,1.243743,122.319135
2021-03-30,3.241793,2.174929,3.904181,72.505349,1.240080,123.544466
2021-03-31,3.325955,2.197037,3.889009,73.338262,1.253557,126.080685
2021-04-01,3.360736,2.224931,3.852415,72.204880,1.251971,125.900539
2021-04-02,3.291751,2.214835,3.842373,72.571462,1.247346,125.394066
2021-04-05,3.290771,2.212268,3.858459,73.190104,1.254555,125.654719
2021-04-06,3.240068,2.272269,3.908571,74.051775,1.248625,124.793952
2021-04-07,3.218985,2.277202,3.778079,72.895151,1.245835,124.027901
2021-04-08,3.289314,2.313081,3.737779,73.027409,1.253640,124.846630
2021-04-09,3.320046,2.308849,3.747182,75.085299,1.253908,125.294631
2021-04-12,3.290514,2.296595,3.743651,77.187812,1.244155,128.852253
2021-04-13,3.246935,2.225828,3.765245,78.423605,1.247544,129.665888
2021-04-14,3.250622,2.123949,3.779961,78.868698,1.245073,131.611062
2021-04-15,3.198074,2.116867,3.765998,77.721746,1.254696,129.980895
2021-04-16,3.170281,2.127307,3.740991,78.632190,1.250899,130.921338
2021-04-19,3.186840,2.063860,3.730152,78.486623,1.257492,129.855355
2021-04-20,3.241282,2.069509,3.789068,79.194676,1.268706,130.589526
2021-04-21,3.270911,2.079987,3.753712,78.470280,1.263319,131.785254
2021-04-22,3.169919,1.968887,3.751957,78.312337,1.262099,131.947192
2021-04-23,3.186136,1.926479,3.762516,78.555628,1.264554,135.879441
2021-04-26,3.191833,1.956973,3.841883,78.889471,1.259145,138.205414
2021-04-27,3.212891,1.986233,3.827900,79.509219,1.260848,140.106953
2021-04-28,3.287969,1.930636,3.876929,78.835993,1.259431,141.328741
2021-04-29,3.197171,1.947428,3.939420,77.297383,1.257889,144.136831
2021-04-30,3.172983,2.011671,3.936875,79.286104,1.258196,141.796312
2021-05-03,3.202081,2.062163,3.926992,82.324652,1.258645,143.970802
2021-05-04,3.133301,2.064474,3.911231,82.807828,1.259677,142.345103
2021-05-05,3.202386,2.046277,3.899195,81.095529,1.255911,141.418709
2021-05-06,3.221352,2.019278,3.942710,80.127721,1.252429,142.302750
2021-05-07,3.261763,2.052731,3.954890,80.738116,1.251687,144.252875
2021-05-10,3.238224,2.071051,3.967235,82.356055,1.251407,142.364623
2021-05-11,3.277090,2.113184,3.911504,80.800881,1.248664,141.520905
2021-05-12,3.327263,2.127784,3.863884,80.626231,1.250688,141.661748
2021-05-13,3.339634,2.180105,3.972001,80.844624,1.239391,141.346945
2021-05-14,3.352023,2.192387,3.963621,81.874100,1.234872,142.699926
2021-05-17,3.365980,2.242576,3.925428,81.396641,1.233145,148.170411
2021-05-18,3.328866,2.297301,3.997682,79.468249,1.227878,148.759620
2021-05-19,3.324112,2.259663,4.012181,80.228242,1.237921,147.495710
2021-05-20,3.319152,2.166976,4.041440,81.586358,1.238038,145.346339
2021-05-21,3.338328,2.259000,4.034772,81.437360,1.239132,144.772470
2021-05-24,3.385167,2.279880,4.019099,81.890133,1.236142,143.220345
2021-05-25,3.339192,2.192264,4.010944,81.252418,1.236045,143.936222
2021-05-26,3.335410,2.160035,3.942163,80.190734,1.228557,144.620094
2021-05-27,3.403934,2.209648,3.938398,81.429117,1.227514,143.832824
2021-05-28,3.372056,2.201227,3.953846,81.860303,1.221777,146.970424
2021-05-31,3.336767,2.180059,4.046954,82.407798,1.220083,145.724004
2021-06-01,3.347724,2.264187,4.051466,84.210717,1.204566,145.475674
2021-06-02,3.387530,2.213330,3.934951,82.761311,1.197791,146.443577
2021-06-03,3.389694,2.176378,3.930912,81.995329,1.206591,147.806430
2021-06-04,3.451139,2.195099,4.068564,82.129084,1.211611,149.772488
2021-06-07,3.491090,2.223593,4.112008,81.372676,1.219628,150.360357
2021-06-08,3.530207,2.257798,4.071415,82.292190,1.228120,151.938214
2021-06-09,3.556222,2.314685,4.101085,81.991676,1.232260,150.754659
2021-06-10,3.661941,2.332148,4.063980,80.720454,1.229473,152.116043
